npi,depression,tobacco,weight,bloodpressure,comparingmeds,reduceheart
1851336721,,100,,,,
1366446338,,100,,,,
1760414981,,75,36,,,
1013994714,,,,90,,
1679553952,,100,,,,
1982844098,,85,81,96,,
1619968765,,,52,,,
1043211691,,66,58,34,,
1760453997,,,,,,90
1225077076,,100,,,,
1043215809,0,93,52,,,
1831327741,,,77,,,
1003813809,,100,,,,
1598949471,,100,,,,
1528057700,,100,,,,
1548262884,,100,,,,
1689688053,,100,,,,
1346234416,,100,65,,,
1801064969,,97,,,,
1790787067,,100,,,,
1205084332,,100,99,,,
1770711012,100,100,100,,,
1295889848,,88,,,,
1861638504,,100,,,,
1780887166,,100,100,,,
1598847659,,88,83,,,
1497836779,,100,,100,,
1104821206,,89,43,,,
1528250966,,100,,,,
1336392117,,100,,,,
1124260856,,,100,,,
1730362807,,90,50,,,
1386687028,,100,,,,
1811181985,,,,100,,
1235131228,,,99,,,
1639360779,,91,,,,96
1437143666,,97,,,,
1477609089,0,96,51,,,95
1215035795,,100,,100,,
1366434623,,100,,,,
1467622985,,100,,,,
1255312591,,100,,,,
1609805985,,97,96,96,,
1891756722,,,78,,,
1619172202,,100,,,,
1700812823,,88,40,,,
1033432521,,99,,,,
1972806651,0,,,,,
1699066431,,100,,,,
1447412713,,100,,,,
1427132471,,100,,,,
1841222023,,100,,,,
1609056738,,,,98,,
1396057956,,90,,,,
1992864128,,100,,,,
1518162437,,100,,,,
1700881489,,99,58,,,
1396818480,,100,21,,,
1851365829,,,100,,,
1245563477,,,100,,,
1316962533,,100,,,,
1518152081,,,100,,,
1326041476,,100,96,,,
1770893752,,100,100,,,
1356550594,0,96,46,,,78
1083766786,,100,,,,
1538216338,,100,,,,
1316114242,,,60,,,
1013977495,,100,92,,,
1790970069,,100,,,,
1487684619,,96,39,,,
1710048061,,61,34,,,
1043279581,,89,38,,,
1043287022,,100,100,,,
1205836608,,100,100,,,
1952498032,,97,,,,
1518054618,,96,,,,
1457460289,,95,,,,
1396727236,,100,,,,
1568451623,,93,,,,
1649228503,,92,,,,
1669790036,,93,48,,,
1174937619,,100,,,,
1841614872,,82,,,,
1003044462,,96,,,,
1770915233,,,97,,,
1467896506,,87,,,,
1457583759,,100,,100,,
1518113380,,94,,,,
1669442919,,,0,,,
1164766960,,100,95,,,
1831321348,,99,27,,,
1356661953,,,,96,,
1023273810,,,,100,,
1699107219,,,38,,,
1306288444,,,100,100,,
1285782987,,98,,,,
1912106279,,100,,,,
1932376332,0,90,56,,,
1528308798,,,100,,,
1265782460,100,100,95,,,
1427219799,0,89,17,,,
1669615407,,99,,,,
1700046695,,100,,,,
1033466453,,100,,,,
1720159551,,,100,,,
1508117391,,100,61,,,
1659581601,,100,23,,,
1447506548,,,97,,,
1356698039,,,98,,,
1710151477,,97,,,,
1891875209,,,100,,,
1356612535,,100,,,,
1538325345,,100,,,,
1689865636,,100,95,,,
1164672572,,91,5,,,
1518969526,,81,23,,,
1881787984,,100,99,100,,
1528034865,,100,,,,
1083683528,,100,100,,,
1114914264,,100,,,,
1336145630,,100,43,100,,
1396730065,,100,,,,
1467455204,,100,,,,
1801865019,,100,,,,
1518964675,,100,,,,
1629124706,,96,,,,
1174559348,,97,,,,
1720106024,,,100,,,
1285644708,,100,,,,
1407811128,,,100,,,
1629072145,,99,,,,
1316909831,,,,22,,
1003904467,,100,,,,
1649294935,,99,,,,
1417954827,,100,91,,,
1255334512,,100,98,,,
1356301311,100,100,,,,
1164421103,,,100,,,
1447213939,,100,100,100,,
1194704783,,86,52,,,
1316900897,,100,100,,,
1861509713,,,93,,,
1225096753,,,100,,,
1588763056,,,26,,,
1144218868,0,90,44,,,61
1073509386,,100,,,,
1801882113,,100,,,,
1700972734,,100,,97,,
1043369515,,,32,,,
1154417392,,100,,,,
1326085168,,,100,,,
1699701227,,,35,,,
1831281120,,,55,,,
1750344412,,99,,,,
1740268523,,,,28,,
1548235559,,100,,,,
1952396707,,100,,,,
1023010808,,100,,,,
1285674556,,,100,,,
1104813161,,100,,,,
1730264342,,,,100,,
1932189115,,100,96,,,
1306997515,0,94,43,,,
1275510240,,100,97,100,,80
1912913302,,92,43,,,
1174517122,,100,100,100,,100
1689677510,,100,,,,
1366536005,,,95,,,
1700870144,,,100,,,
1316131550,,100,,,,
1144213646,,100,99,99,,
1669407227,,100,,,,
1841296530,,100,,,,
1659339513,,99,99,99,,
1215969605,,88,38,,,
1730147067,,100,,,,
1336206150,,100,,,,
1972509438,,100,,,,
1346287257,,,,100,,
1497864698,,100,,,,
1730145590,,94,44,,,
1275557118,,,100,,,
1003812454,,93,,,,
1548356025,,100,33,,,
1699774836,,100,,,,
1518958842,,100,,,,
1124004783,,100,,100,,
1912043894,,100,,,,
1174521082,,100,100,,,
1982684643,,,100,100,,
1134165368,,,73,,,
1568527497,,,,42,,
1417943887,,100,,,,
1154470847,,,95,,,
1104879345,,,58,,,
1528083045,,92,,,,
1518960079,,99,54,,,
1669403341,,,0,,,
1427086198,,89,,,,
1265478606,,,100,,,
1902828916,,100,,100,,
1700872777,,100,100,,,
1073614350,,100,92,100,,
1326084047,,,100,,,
1871574293,,100,100,,,
1891757373,,100,,89,,
1144325812,,,35,,,
1144334699,,,100,,,
1407841539,,100,,,,
1356365423,,100,100,100,,
1669465233,,100,,,,
1124079363,,,100,,,
1285686139,,100,,,,
1659334373,,100,,,,93
1760412845,,100,,,,
1538263777,,100,,,,
1710971494,,100,100,100,,
1669597555,,,100,,,
1265599195,,99,,,,
1275609836,,,,95,,
1619927456,,100,,,,
1043214067,,96,52,,,
1760429336,,99,35,,,
1942269931,,,94,,,
1457427080,100,,,,,
1366535320,,100,100,,,
1922193291,,,60,,,
1962480764,,100,,,,
1306831706,,,,100,,
1124051057,100,,,,,
1013996669,,100,96,,,96
1861485724,,100,100,,,
1023018421,,,60,,,
1346310026,,,100,,,
1013905082,,,100,,,
1689734113,,95,61,,,95
1003981200,,99,,,,
1801928007,,100,85,,,
1275514796,,100,,,,
1043321706,,92,42,,,
1528060548,,100,,,,
1477570018,,100,98,100,,
1124005996,,100,100,,,
1548207814,,100,,,,
1912933003,,95,,,,
1750384541,,100,,,,
1073693198,,,,52,,
1346274941,,,100,,,
1134272586,,100,,,,
1699775163,,,82,,,
1457328528,,100,,,,
1003812132,,99,98,,,
1396768057,,67,,,,
1538263926,,100,,,,
1841285509,,100,,100,,
1174562458,,,,100,,
1154312890,,27,,,,
1770578148,100,100,99,100,,
1417956475,,93,,,,
1679642953,,93,24,,,
1578678884,,99,97,,,
1790718864,,99,,,,
1811199342,,,11,,,
1730333550,,,100,,,
1982605549,,100,,,,
1598967390,,,100,,,
1033105614,,100,,,,
1134253099,,,100,100,,
1225112915,,87,39,,,
1548268485,,100,100,,,
1043460991,,100,,,,
1164434874,,100,,,,
1588866818,,100,,,,
1760488761,,,100,100,,
1972615755,,96,,,,96
1164490264,,,,100,,
1851587364,,96,,,,
1043263213,,100,,,,
1790982395,,95,,,,
1912095647,,,97,,,
1063481745,,100,80,,,
1841290152,,100,,100,,
1811093198,,100,,100,,
1336122654,,100,,,,
1659557031,,,,82,,
1336267723,,100,100,100,,
1417900473,,86,85,,,
1841297751,,97,,,,
1568476398,,100,,,,
1285668491,,100,,,,
1801890314,,,61,,,
1194897231,,100,,,,
1730111592,,,100,,,
1487797718,,,80,,,
1992820807,,,67,,,
1801992037,,,,100,,
1467525386,99,,,,,
1255525051,,,100,,,
1467454447,,99,,,,
1720073869,,100,,,,
1639247687,,,,73,,
1962607879,,,61,,,
1063501229,,,99,,,
1447239561,,100,,,,
1477557817,,100,,,,
1376609362,,92,46,,,
1427026822,,100,,,,
1144429135,,,100,,,
1801017116,,,,100,,
1295746907,,100,,,,
1144416058,,,71,,,
1255521308,,,,,95,
1922188267,100,100,100,100,,
1528190196,,69,40,,,
1972598282,,,78,,,
1720004666,0,93,50,,,
1588650568,,100,,,,
1669675393,,,96,,,
1245237221,,,,,,94
1093816894,,100,,,,
1528169711,,100,,,,
1306851969,,100,,,,
1003951344,100,,,,,
1407906787,,100,100,,,
1497727978,,100,,,,
1225085657,,97,,,,
1285626291,,100,,,,
1568556546,,,100,,,
1740273002,,100,,,,
1871529479,,100,,,,
1093793531,,96,,,,
1619078771,,100,,,,
1457350415,,,99,,,
1225140429,,,100,,,
1790709673,,,0,,,
1902937147,,,82,,,
1679785950,,,100,,,
1801092093,,3,,,,
1629093042,,100,,,,
1598835068,,,,,100,
1720040439,100,,,,,
1902887102,,100,98,98,,
1427051119,,99,95,,,
1174717276,,100,100,,,
1558337329,0,100,48,,,
1306807375,,,47,,,
1811994098,,,100,,,
1770583221,,99,48,,,
1972591634,,100,,,,
1568462463,,100,,,,
1417933078,,100,,,,
1467452193,,100,,,,
1164692109,,,86,,,
1780680892,,100,,,,
1992797716,0,100,28,,,
1942413844,,100,100,,,
1750521571,,,,81,,
1225275936,,,75,,,
1902904725,,,100,,,
1437143443,,99,,,100,
1659585867,,,,98,,
1538385091,,,,100,,
1649416132,,,93,,,
1982882239,,100,,,,
1073508818,,100,100,,,
1417126277,0,86,37,,,
1306113451,,,,48,,
1851528368,,85,86,,,
1881856078,,100,96,,,
1184903593,,,,100,,
1407885833,,,100,,,
1720218340,,,,99,,
1023372281,,,15,,,
1922008341,,100,,,,
1124392311,,,100,,,
1639277353,0,90,57,,,93
1871706473,,92,46,,,
1467616920,,,,100,,
1477717791,,,73,,,
1114045184,,100,99,,100,
1982999561,,,100,,,
1629356076,,,98,,,
1780919639,,5,,,,
1295765774,,1,,,,
1689962615,,,,100,,
1356302756,,,,100,,
1013055946,,,100,,,
1194732982,,,100,,,
1073820171,,100,,,,
1326207333,,100,53,,,
1043465545,,95,,,,
1740287010,,95,,,,
1750385431,,100,,,,
1376594945,,100,,,,
1689745143,,93,,,,
1659513513,,100,,,,
1164603247,,,98,,,
1689661209,,100,99,,,
1922171891,,,,100,,
1750356812,,100,,,,
1740200773,,6,,,,
1033117866,,57,47,27,,
1124335138,,100,,,,
1821089699,,99,100,,,
1720046675,,,,99,,
1326353475,,100,,,,
1790086577,,,,100,,
1992117402,,82,57,,,
1427469881,85,,,,,
1417199084,,92,,,,
1093134033,,,,100,,
1265712160,,100,89,,,
1316360431,,,100,,,
1699117549,,100,,,,
1063738458,,,100,,,
1780019232,,,98,,,
1588910236,,,100,,,
1932531316,,67,,,,
1821432915,,59,58,38,,
1265863377,,,98,,,
1750711461,,,94,,,
1275807703,,100,,,,
1285862987,,99,,,,
1386811073,,100,95,,,
1326287624,,93,,,,
1558701185,,,100,,,
1982042370,,84,,,,
1124364278,,,82,,,
1194943399,,98,28,,,
1831494897,,,46,,,
1083933618,,87,51,24,,
1679862791,,97,,,,
1689723298,,,83,,,
1699903526,,100,100,,,
1740507763,,,,100,,
1336418482,,,,67,,
1659574846,,,100,,,
1811181795,,91,,,,
1023391257,,100,99,100,,
1558533273,,88,,,,
1669620589,,100,,,,
1417291063,,,100,,,
1578723946,,98,,,,
1689941114,,,92,,,
1871854398,,,96,,,
1649508342,,100,,,,
1629328075,,100,,,,
1902067002,,90,,95,,
1437118064,,100,,,,
1619972015,,100,,,,
1104813153,,100,,,100,
1225148968,,,100,,,
1386649176,,100,,,,
1083602130,,100,100,,,
1497781785,,100,,,,
1730153453,,95,52,,99,84
1063449650,,87,96,,,
1629092606,,69,46,,,91
1336157239,,100,50,,,
1386633816,,100,92,99,,
1396749974,,99,,,,97
1740383116,,98,,,,
1558358689,,100,100,,,
1891708012,,100,,,,
1871591313,,,100,,,
1538168489,,100,75,98,,
1184691933,,100,,,,
1932182169,100,100,100,100,,
1609825975,,,83,,,
1639165608,,,,,,77
1942351457,,100,,,,
1306833256,,100,,,,
1578621629,,,100,,,
1548284003,,100,,,,
1396729513,0,89,33,,,
1497743660,,100,,,,
1093742256,,100,,,,
1104807411,,100,93,93,,
1477558344,,100,,,,
1518099738,,,51,,,
1558378737,,100,,,,
1841364833,,,0,,,
1548365216,,100,,,,
1700899424,,,100,,,
1457449043,,96,,,,
1518075621,,100,100,,,
1427070853,,,100,,,
1851390348,100,100,100,,,
1477595999,,,85,,,
1942216049,,100,99,,,
1386752780,,,,100,,
1982680278,,,100,,,
1023119195,,100,,,,
1396738415,,100,,,,
1447207592,,99,100,100,,
1255320693,,100,,,,
1922047018,,100,,,,
1902839616,,100,87,,,75
1225014277,,88,,,,
1053393009,,98,,,,
1477554913,,100,100,,,
1366551467,,,,91,,
1467431239,,93,36,,,
1831239995,,100,,,,
1437191889,99,100,,,,
1710989934,,91,,,,
1487613469,,100,,,,
1477526697,,,95,,,
1770574956,,95,,,,
1275529760,,,99,,,
1518942705,,100,18,,,
1578586004,,,,19,,
1265598841,,100,,,,
1255333829,,100,,,,
1205921467,,97,,,,
1851350151,,100,,,,
1396724977,,97,92,,,
1871521799,,,,20,,
1558341354,,35,,,,
1619920493,,100,,,,
1457338741,,100,54,,,
1730142696,,100,97,99,,
1649203761,,100,99,,,
1982622353,,34,78,,,
1548334576,,81,,,,
1538137831,,,56,,,
1215993852,89,100,79,,,
1891796314,,100,,,,
1740211275,,100,,,,
1548222557,,100,,0,,
1952506750,,,,,100,
1619995768,0,,100,,,
1699731018,,100,,,,
1710917133,,98,,,,
1285625442,,,100,,,
1407848476,,100,,,,
1508854431,,,,100,,
1134171036,,,54,,,
1639144363,,99,90,,,
1619922424,,100,,,,
1306899141,,100,,100,,
1376532929,,100,100,,,
1437200714,,,,29,,
1316933054,,100,100,,,
1639133580,,100,,,,
1770537268,,100,,,,
1336165133,,,97,,,
1508876848,96,98,100,100,,
1356342208,,97,56,,,
1538114210,,100,100,,,
1619976909,,100,100,100,,
1720085095,,,88,,,
1194792903,,100,,,,
1174591986,,100,,,,
1740287481,,100,,100,,
1205817087,,100,,,,
1902864614,,100,,,,
1760448666,,100,,,,
1427164771,,,100,,,
1598797581,,,100,,,
1285617845,,21,,38,,
1033155338,,100,,,,
1972594281,,94,61,,,95
1053362905,,,5,,,
1700801040,,100,100,,,
1790875417,,100,100,,,
1639198856,,,,100,,
1871697433,,,100,,,
1851375026,,99,98,98,95,
1659467330,,98,,,,
1952478059,,,100,,,
1720162753,,91,49,,,
1053355222,,96,,,,
1396789756,,,100,,,
1417904251,,,92,,,
1467409029,,89,,,,
1992755128,,99,,,,
1083641856,,96,,,,
1972601847,,,100,,,
1497746887,,94,98,,,
1235113515,,,100,,,
1114951977,,100,26,,,
1851361265,,,64,,,
1376501056,,100,34,96,,
1134210776,,,,98,,
1750308391,,,,100,,
1710089263,,,,100,,
1548373269,,,100,,,
1194770982,,,66,,,
1780770842,100,100,,,,
1508817081,,,89,,,
1306823968,,100,,,,
1912996356,,,,,100,98
1386696664,,97,,,,
1942303276,,100,,,,
1134138001,,,100,,,
1972563518,,,,100,,
1366445942,,92,,,,
1477533834,,,52,,,
1427063890,,,100,,,
1578569778,,,100,,,
1477631174,,97,,,,
1275632309,,,,,100,
1205898491,100,,,,,
1295731131,,96,,,,
1659310761,,100,100,,,
1669463717,,86,,,,
1013979004,,,96,,,
1750340485,,92,,,,
1629061569,,78,46,,,
1841284718,,,,98,,
1669462834,,100,,,,87
1407896475,,100,,,,
1134112089,,94,43,,,
1669475679,,100,100,,,
1619972510,,,100,,,
1003822297,,,,61,,
1700871597,,99,,,,
1881646578,,100,,,,
1477552156,,100,,100,,
1629093299,,80,44,,,
1992820518,,,100,,,
1568519197,,100,,,,
1659378297,,60,74,,,
1306834064,,,,100,,
1134104474,,100,34,,,
1356531677,,97,100,,,
1538146667,,86,55,,,
1962608620,,,100,,,
1760622773,,,100,,,
1841479052,,93,38,,,
1811031222,,,78,,,
1245433259,,100,,,,
1154583243,,100,,,,
1144351693,0,100,23,,,
1730180498,97,100,100,,,
1619107364,,100,49,,,
1578775359,,98,50,,,
1356538003,,100,,,,
1275761793,,100,,100,,
1952312621,,,96,,,
1952543894,,,,19,,
1922246198,,,100,,,
1306011457,100,100,,,,
1336148576,,100,,,,
1255580189,,100,,,,
1386897809,,86,,,,
1295937035,,100,,,,
1619068491,,99,93,94,,
1043215999,,97,,,96,
1740373802,,43,77,41,,
1467563288,,,100,,,
1891753166,,100,,,,
1790861144,,100,,,,
1942284799,,99,,,,
1760452270,,100,100,100,,
1417167784,,94,59,,,
1831354521,,,38,,,
1932181740,,90,45,,,
1740287788,,100,,,,
1356454078,,100,99,,,
1003805169,,100,,,,
1770791204,,53,,,,
1730374653,,97,40,,,
1154591964,,100,,,,
1780800813,,99,,,100,
1710055041,,100,,,,
1568575116,,,,98,,
1770745234,,100,58,,,
1720050990,,100,100,,,
1255432134,,100,46,,,
1366510349,,,100,,,
1093725772,,,21,,,
1346460474,,92,51,,,
1881740413,,100,,100,,
1588660294,,80,65,47,,
1679560734,,100,,,,
1669495776,,100,99,,,
1861504938,,,,100,,
1770521080,,100,57,,96,98
1124148051,,,100,,,
1093715419,,100,,,,
1851588511,,,100,,,
1053501817,,,91,,,
1518150374,,100,,,,
1447292461,,93,,,,
1538331723,,98,,,,
1386701993,,100,98,,,
1467595181,0,93,48,,,
1477546455,,,100,,,
1225252083,,100,,,,
1316138142,0,100,40,,,
1407842750,,100,,,,
1265629307,,,78,,,
1700070067,,95,,,,
1942202288,,,100,,,
1932149945,,,100,100,,
1508946377,,2,0,0,,
1316141401,,,100,,,
1023160892,,100,53,,,
1609846674,,100,100,100,,
1386798577,,89,39,,,
1700864550,,100,,,,95
1972599496,,100,,,,
1770622250,,,100,,,
1043204373,,84,46,,,
1902897101,,100,100,,,
1982742060,,,,97,,
1801803069,,100,,,,
1992912349,,,100,,,
1487723250,,,98,,,
1649286576,,98,,,,
1801853684,,100,100,,,
1801984182,,86,,,,
1134304223,,93,,,,
1780887182,,100,,,,
1255327276,0,97,,,,
1952616757,,,100,,,
1366778839,,100,,,,
1336470657,,,70,,,
1376795203,,88,,,,
1699756346,,100,,,,
1477792398,,100,,,,
1992769517,,95,51,,,
1851320790,,100,100,,,
1770547515,,100,98,,,
1023094562,,100,100,,,
1942343710,,100,,,,
1346329778,,100,100,,,
1972521623,,100,100,,,
1427068816,,,100,,,
1578892956,,,,99,,
1336182013,,,99,,,
1174585947,0,85,56,,,
1164734125,,100,,,,
1720085509,,100,,,,
1265438923,100,,,,,
1528062890,,97,,,,
1285659425,,98,48,,,
1639373798,,96,,,,
1386692267,,,82,,,
1205817947,,,97,,,
1255396362,,98,54,67,,
1871575910,,,100,,,
1538175567,,99,,,,
1053484469,100,,,,,
1700955085,,,37,,,
1114255635,,81,49,,,
1356336580,,99,99,100,,
1134225717,,,,100,,
1619963733,,100,,,,
1124064795,,65,32,,,
1659355642,,100,,,,
1548499411,,,24,,,
1619203080,,,98,,,
1336144898,,,54,,,
1972506871,,100,,,,
1427281252,,,100,,,
1023314952,0,97,52,,,
1003100017,,,100,,,
1275898421,,,100,,,
1326394545,,,5,,,
1265623177,,100,,,,
1114161239,,,,99,,
1508126897,,,,,100,
1871792960,,100,,,,
1164611687,,,44,,,
1285999581,,,100,,,
1750638409,,,100,,,
1609196005,,,68,,,
1972730836,,100,97,100,,
1194048488,,98,,,,
1821179870,,100,,,,
1013924448,,100,,,,
1912281916,,,67,,,
1144501057,,97,,,,
1700979945,,,100,,,
1407156615,,100,,,,
1356423651,,100,,,,
1457478315,,,,100,,
1295785301,,,,100,,
1861414898,,,100,,,
1194997007,,,,100,,
1720131048,,95,,,,
1881985760,100,,100,,,
1669766960,,,100,,,
1699976415,99,100,99,,,
1629131958,,98,,,,
1609181148,,100,,,,
1164413662,,99,81,92,,
1043512460,,,100,,,
1710075163,,,100,,,
1225340466,,100,,,,
1184927147,,,97,,,
1811184047,,100,100,,,
1740305143,,98,64,,,
1356320667,,100,100,100,,
1730276825,,95,,,,
1467615047,,,10,,,
1821077793,,96,,,,
1013086305,,95,43,,,79
1750612636,,,100,,,
1700832797,,100,56,,,
1730161506,,100,,,,
1750346300,,100,,,,
1730285701,,,,0,,
1699798041,,100,,,,
1366428666,,100,,,,
1972631257,0,,,,,
1033134317,,100,100,,,
1407882293,100,100,,,,
1578532271,,100,73,78,,
1467671727,,,100,,,
1841377181,,,,97,,
1588699474,,52,93,77,,
1528360997,,100,,,,
1386808723,0,94,49,,,88
1144637174,,87,,,,
1063844918,,100,,73,,
1588096432,,100,,96,,
1083020515,,100,98,100,,
1841464641,,100,100,93,,
1962827097,100,,,,,
1023255791,,98,,,,
1952647257,,,35,,,
1972768166,,100,,,,
1346380698,,,98,,,
1609075316,,,24,84,,
1902233000,,,56,,,
1851428734,,,68,,,
1710309661,,,100,,,
1659665180,,100,100,,,
1235362971,,98,52,,,
1063687051,,100,70,100,,
1114248523,,,99,100,,
1255372736,,,100,,,
1669413951,,100,100,,,
1568543742,,100,15,,,
1669454575,,100,,,,
1720076185,,95,,,,
1992810311,,100,,,,
1154394013,,96,43,,,
1710990064,,100,92,97,,79
1619976271,,100,,,,
1114908670,,98,,,,
1720029903,,74,81,,,
1710984398,,99,,85,,
1194743864,,100,,,,
1568460541,,100,,,,
1316945215,,,42,,,
1922081876,,,100,,,
1619932654,,100,,,,
1053318519,,98,,,,
1528156981,,99,98,,,
1417961103,,86,,,,
1225050248,,100,,,,
1912965609,,91,,,,
1790737542,,,98,,,
1013969930,,,96,,,
1316995053,,,72,,,
1194735662,,100,,,,
1992705511,,,100,,,
1073526273,,100,,,,
1275565236,,100,100,100,100,
1982659041,,,,95,,
1659360758,,,,100,,
1962458505,,100,,72,,
1306841739,,100,,,,
1124096763,,,,,,99
1659340388,,,100,,,
1255327763,,97,42,,,
1912001520,,,99,,,
1568460129,,100,,,,
1982660544,,100,,,,
1275510950,,86,40,,,
1588739908,,,100,,,
1639165251,,100,,100,,
1548268758,,100,,,,
1518076736,,100,,,,
1124009162,,99,,,,
1265403224,,,100,,,
1255547188,,,96,,,
1639135601,,,100,,,
1629057666,,100,,,,
1841219409,,100,100,,,
1750438099,,100,,,,
1619965332,,99,100,,,
1992753545,,100,,,,
1235130345,,,100,,,
1265594436,100,100,58,,,
1396707774,,92,46,,,
1063470359,,100,,,,
1043200470,,100,,,,
1083686984,,100,,,,
1457376873,0,91,43,,96,81
1801863584,,100,,,,
1538145560,,100,,,100,
1134142334,,100,,,,
1538195938,,100,96,100,,88
1831134071,,100,,,,
1366536245,,44,,,,
1700888401,,95,89,90,,
1154315059,,100,99,,,
1700956356,,100,99,,,
1043269228,,98,,,,
1639141617,,100,100,100,,
1043490154,,,92,,,
1073694824,,100,,,,
1063438919,,,,99,,
1235103409,,,,,,92
1649230244,,100,53,,,
1740285030,,,100,,,
1063458404,,,,100,,
1326041153,,100,,,,
1023096807,,,100,,,
1740215375,98,100,99,,,
1396902243,,,100,,,
1932109642,,,100,,,
1346345980,,100,,100,,
1942246376,80,,,,,
1821029018,,100,,,,
1487745964,,93,,,,
1346251121,,100,,,,
1457361255,,100,,,,
1154315216,,,100,,,
1235221425,,,98,,,
1205889938,0,56,24,,,
1639136245,,100,,,,
1841225158,,100,,,,
1770699050,,,97,,,
1336131606,,,,,100,
1841350733,,,,,,90
1043214562,,,100,,,
1518043132,,100,,,,
1598755233,,100,81,,,
1336123769,,100,,,,
1124021845,,100,99,100,100,
1649386541,,100,60,,,
1932182607,,,99,,,
1518006444,,,100,,,
1447359963,,96,,,,
1811940778,,100,,,,
1457345225,,100,,,,
1083678452,,,19,67,,
1942284427,,,67,,,
1770552192,,100,73,,,
1710174362,,97,98,,,
1053366005,,100,98,,,
1689645426,,100,,,,
1053311613,,,100,,,
1487660403,,100,,,,
1497730824,,100,,,,
1366434557,,100,,100,,
1982630463,,100,42,,100,
1437197803,,99,,,,
1427059187,,94,,,,
1417050923,,98,,,,
1093776460,,100,,,,
1942302906,,99,,,,
1376501700,,85,50,,,
1528084662,,100,,,,
1356422406,,100,87,,,
1275590945,,98,60,94,,
1295728806,,100,,,,
1245308857,,100,49,,,
1700836699,,95,18,,,
1437187846,,96,,,,
1760447882,,100,26,,,
1932146966,,97,,,,
1447215728,,100,,,,
1659320604,,99,74,,,
1770554222,,100,,,,
1194852814,,100,100,,,
1861457145,,100,95,97,,
1417950635,,100,,,,
1487607495,,100,,,,
1295711133,,100,,,,
1609836964,,100,100,,,
1437232451,,0,100,,,
1316940430,,,,100,,
1013906171,,52,75,,,
1154324341,,100,,,,
1316079767,100,100,,,,
1710958939,,100,,,,
1023232329,,,,100,,
1477557288,,,,79,,
1356364434,,84,82,,,
1316992670,,,100,,,
1699755074,,100,,,,
1063516409,,100,100,,,
1356329106,,57,,,,
1649208497,,95,,,,
1306827654,,,,100,,
1053376202,,93,50,,,
1982697975,,,100,,,
1467446773,,100,,,,
1801851217,,,,,100,
1164582052,,,,,,87
1427058734,,,,,,94
1376519074,,100,,,,
1801878327,,100,,,,
1659451011,,,45,,,
1457355232,,100,,,,
1891788436,,94,,,,
1417990862,,100,,,,
1689676363,,100,,,,
1134129513,,99,,,,
1588715221,,,,100,,
1356335897,,100,,,,
1912946211,,100,99,99,,
1093768236,,100,99,100,,
1063641322,,,100,,,
1235121658,,,100,,,
1902834245,,98,,,,
1336100981,,86,,,,
1740253632,,,,4,,
1477593473,,90,,,,
1679661292,,97,,,,
1316171069,,,93,,,
1811143639,,81,,,,
1285707034,,99,,,,
1811104037,,100,,,,
1821263799,,,,,,95
1952571135,,100,74,,,
1649256082,,99,,,,
1124006606,,100,,,,
1104910710,,,,100,,
1083665053,,,,,100,
1043284367,,96,42,,,100
1447254917,,99,,,,
1710943261,,100,,,,
1063580207,,100,100,99,,
1609819671,100,100,98,,,
1083876882,,89,81,,,93
1619067899,,37,74,42,,
1295727493,,100,,,,
1164426722,,99,,,,
1649492034,92,,,,,
1720062755,,100,,,,
1184822660,,91,41,,,
1780720201,,100,,,,
1700092491,,,,,,97
1659393700,,94,78,,,
1912115395,0,59,19,,,
1245320555,,,,100,,
1659379394,,100,,,,
1245411743,,100,,,,
1811161870,,,,19,,
1093784555,,100,100,,,
1457568818,0,74,29,,,
1235153164,,95,,,,
1841401957,0,82,41,,,
1164531844,,100,,,,
1326028119,,,100,,,
1710941547,,96,,,,
1710932009,,100,,,,
1578664728,,99,,,,
1518944305,,97,100,,,
1528173820,,100,100,,,
1134122716,,90,,,,
1376769646,,,,27,,
1114077161,,100,99,98,,
1134160088,,,,100,,
1891977146,,98,,,,
1063455392,,72,97,96,,
1053385682,,,100,,,
1841295698,100,,100,,,
1689769564,,,96,,,
1467474650,,86,,,,
1215906961,,99,72,77,,
1730141201,,,64,,,
1962490714,,100,,,,
1952390205,,,,,100,
1578616520,,100,,,,
1578770004,,100,,,,
1497949028,,47,60,51,,
1891988341,,,5,,,
1831278373,,85,91,77,,
1326010166,,100,,,,
1629268909,,96,,,,
1033304464,,,100,,,
1578750956,,,54,,,
1639359847,,100,,,,
1750506911,,100,,100,,
1851493274,,,100,,,
1508969429,,100,,,,
1841211372,,100,,,,
1285610709,,98,92,,,
1649376922,,,81,,,
1013001346,,,40,,,
1073552147,,,,,,99
1932193620,,90,51,,,
1265568356,,,100,,,
1174537682,,100,100,,,
1902880412,95,,,,,
1134270309,,81,100,,,
1467459511,,100,,,,
1093898975,,100,100,,,
1679677074,,100,,,,
1902134380,,80,59,99,,
1295787620,,,53,,,
1295926749,,,97,,,
1265468862,,95,42,,,89
1477576585,,97,93,,,
1710045281,,100,99,,,
1346235868,0,100,30,,,
1780676668,0,94,27,,,
1386695518,,89,,,,
1285673798,,90,41,,,
1467656462,,88,,,,
1003910324,,,,98,,
1063708923,,78,,,,
1770920282,,,99,,,
1992041818,0,95,57,,,
1114188182,,94,,,,
1891857165,,,100,,,
1144579343,,,,100,,
1811238231,72,95,92,,,
1154633188,,96,86,,,
1174967194,100,100,,,,
1508921560,,,47,,,
